arrest,prob_positive,model
0,0.17694943777640526,Logistic Regression
0,0.04471324147139455,Logistic Regression
1,0.35964644313613736,Logistic Regression
1,0.871011479683655,Logistic Regression
0,0.05004968556842038,Logistic Regression
0,0.21178646990337036,Logistic Regression
0,0.03856673529807764,Logistic Regression
0,0.08493105931493394,Logistic Regression
0,0.03943530117203653,Logistic Regression
0,0.02222666229485304,Logistic Regression
0,0.03600069386830573,Logistic Regression
0,0.16911643298050005,Logistic Regression
0,0.22288158411933734,Logistic Regression
0,0.18828901856071645,Logistic Regression
1,0.9675309552608353,Logistic Regression
0,0.11847502326513082,Logistic Regression
0,0.15838732967856017,Logistic Regression
0,0.019925573609787195,Logistic Regression
0,0.18124334165537948,Logistic Regression
0,0.17751978934718415,Logistic Regression
0,0.05117269304157468,Logistic Regression
0,0.03919154251196588,Logistic Regression
0,0.15135819637024217,Logistic Regression
0,0.055452266213482204,Logistic Regression
0,0.01801411538922315,Logistic Regression
0,0.03566452762209571,Logistic Regression
0,0.23210567309157593,Logistic Regression
0,0.07688034007199562,Logistic Regression
0,0.03051510828446191,Logistic Regression
0,0.03605312495504753,Logistic Regression
0,0.06767836110481629,Logistic Regression
0,0.2624478386664354,Logistic Regression
0,0.6142526610352402,Logistic Regression
0,0.052070202736353544,Logistic Regression
1,0.9347269475458602,Logistic Regression
0,0.29821827805663603,Logistic Regression
1,0.33398938721474714,Logistic Regression
0,0.1281728822272692,Logistic Regression
0,0.17071377906059915,Logistic Regression
1,0.053924842140597784,Logistic Regression
0,0.17044423884284154,Logistic Regression
1,0.06490213240346021,Logistic Regression
0,0.1755101904833074,Logistic Regression
0,0.027404953327337278,Logistic Regression
0,0.515301796970943,Logistic Regression
0,0.10540608840588805,Logistic Regression
0,0.021788069952845768,Logistic Regression
0,0.13145083450889194,Logistic Regression
0,0.06218184751969713,Logistic Regression
1,0.7342859548401596,Logistic Regression
0,0.19318472448419777,Logistic Regression
0,0.313186876515018,Logistic Regression
0,0.13333362646855418,Logistic Regression
0,0.03480516373241738,Logistic Regression
0,0.10022581891478288,Logistic Regression
0,0.17043266280713265,Logistic Regression
0,0.051891176825198726,Logistic Regression
0,0.1191097023809985,Logistic Regression
0,0.035002091020071346,Logistic Regression
0,0.16886414977113784,Logistic Regression
0,0.019902722579464793,Logistic Regression
0,0.09764349467285116,Logistic Regression
0,0.21407336811012578,Logistic Regression
0,0.17125005985550723,Logistic Regression
0,0.16893866049031125,Logistic Regression
0,0.1700131064889714,Logistic Regression
0,0.19463973654551847,Logistic Regression
0,0.052606981781501916,Logistic Regression
0,0.24661067560083993,Logistic Regression
1,0.36407501439737044,Logistic Regression
0,0.6181418225433408,Logistic Regression
0,0.05503581643235411,Logistic Regression
0,0.048371070749142486,Logistic Regression
0,0.17360865052888497,Logistic Regression
0,0.1684339874779136,Logistic Regression
0,0.04837730418717201,Logistic Regression
0,0.07345462032752481,Logistic Regression
0,0.14653912722660667,Logistic Regression
0,0.25776399684514406,Logistic Regression
1,0.8526753327006975,Logistic Regression
0,0.28772075772317607,Logistic Regression
0,0.3123931924420664,Logistic Regression
1,0.8277796500250022,Logistic Regression
0,0.23419576441262702,Logistic Regression
0,0.1467405498497062,Logistic Regression
0,0.03567130428969778,Logistic Regression
0,0.14915756824768667,Logistic Regression
0,0.03585470693344672,Logistic Regression
0,0.05215595115583449,Logistic Regression
0,0.16886437344262017,Logistic Regression
0,0.030558747496446492,Logistic Regression
0,0.515250482424934,Logistic Regression
0,0.22130454384079168,Logistic Regression
0,0.029906979482077323,Logistic Regression
0,0.14476705574754212,Logistic Regression
0,0.6701854219808927,Logistic Regression
0,0.03551980390774989,Logistic Regression
0,0.03944011393702129,Logistic Regression
0,0.041810642963046485,Logistic Regression
0,0.04259554313860214,Logistic Regression
0,0.10286526771163806,Logistic Regression
0,0.16217747032896845,Logistic Regression
0,0.239326206128173,Logistic Regression
0,0.14508156066217226,Logistic Regression
0,0.04017142144605401,Logistic Regression
0,0.19727655418926926,Logistic Regression
0,0.036148918981554146,Logistic Regression
0,0.15036273719253213,Logistic Regression
0,0.359088293895225,Logistic Regression
0,0.16926340052793531,Logistic Regression
0,0.19381781395495512,Logistic Regression
0,0.18874011626451193,Logistic Regression
0,0.05005579525551729,Logistic Regression
0,0.17714849932489607,Logistic Regression
0,0.04074605423822508,Logistic Regression
1,0.1924887895620344,Logistic Regression
0,0.02334516905198969,Logistic Regression
0,0.14364751944852028,Logistic Regression
1,0.8285816205520525,Logistic Regression
0,0.1407672847472402,Logistic Regression
0,0.12342077963959341,Logistic Regression
0,0.053099310786586584,Logistic Regression
0,0.06172353960256205,Logistic Regression
0,0.7726393591553863,Logistic Regression
0,0.02549739414587926,Logistic Regression
0,0.362526980144659,Logistic Regression
0,0.0657667250740408,Logistic Regression
0,0.023495491180545947,Logistic Regression
0,0.38758917165977524,Logistic Regression
0,0.03982485986259254,Logistic Regression
0,0.03939884208333799,Logistic Regression
0,0.07819879053282053,Logistic Regression
0,0.17041824059834576,Logistic Regression
0,0.056775109148932246,Logistic Regression
0,0.21418205501679421,Logistic Regression
0,0.01955269669852122,Logistic Regression
0,0.01735943123629735,Logistic Regression
0,0.12180449929882575,Logistic Regression
1,0.19775506836357792,Logistic Regression
0,0.03677568956086974,Logistic Regression
0,0.099959526451459,Logistic Regression
0,0.0706116182913098,Logistic Regression
0,0.19633006457329172,Logistic Regression
0,0.3273415478527729,Logistic Regression
1,0.831097747800782,Logistic Regression
0,0.7767145016795317,Logistic Regression
0,0.36305418349599416,Logistic Regression
1,0.8334042732079304,Logistic Regression
0,0.15980621959108787,Logistic Regression
0,0.4208257350305643,Logistic Regression
0,0.035071193743161366,Logistic Regression
1,0.9719989573525717,Logistic Regression
0,0.12695632027457748,Logistic Regression
0,0.05379850645214945,Logistic Regression
1,0.8545219138750699,Logistic Regression
0,0.052231214685301786,Logistic Regression
0,0.051923708320595896,Logistic Regression
0,0.03890353559292936,Logistic Regression
0,0.21903256538797156,Logistic Regression
0,0.06262385342480203,Logistic Regression
0,0.13185492237889296,Logistic Regression
0,0.5187926989390561,Logistic Regression
0,0.03001378672217636,Logistic Regression
0,0.02941826262257563,Logistic Regression
0,0.04857334485370457,Logistic Regression
0,0.06516324471651902,Logistic Regression
0,0.017903502593399012,Logistic Regression
0,0.017308268607514776,Logistic Regression
0,0.12600237981148443,Logistic Regression
0,0.1564236925971355,Logistic Regression
0,0.21478136343453913,Logistic Regression
0,0.08449186208854631,Logistic Regression
0,0.030679913374419443,Logistic Regression
1,0.12599328977649316,Logistic Regression
0,0.06152659068342925,Logistic Regression
0,0.025726306015539158,Logistic Regression
0,0.0640012904884345,Logistic Regression
0,0.027256364761455543,Logistic Regression
1,0.8326635292556394,Logistic Regression
0,0.01443482982875921,Logistic Regression
0,0.040266107496878756,Logistic Regression
0,0.24235537507655625,Logistic Regression
1,0.9280348248608618,Logistic Regression
0,0.02573600227885897,Logistic Regression
0,0.19686445158685995,Logistic Regression
0,0.05306710111154245,Logistic Regression
0,0.036194815982716566,Logistic Regression
1,0.19001518233594672,Logistic Regression
0,0.14654511585186825,Logistic Regression
0,0.12324242470048463,Logistic Regression
0,0.03944084845545359,Logistic Regression
0,0.02538576362060385,Logistic Regression
0,0.04290627554571658,Logistic Regression
0,0.016028919195519076,Logistic Regression
0,0.17918285116430366,Logistic Regression
0,0.6124860539485855,Logistic Regression
0,0.05432860059503586,Logistic Regression
0,0.03969267504647889,Logistic Regression
0,0.03519917780279047,Logistic Regression
0,0.35025976238493794,Logistic Regression
0,0.025529762988507287,Logistic Regression
0,0.08924062530570054,Logistic Regression
1,0.24942454873216968,Logistic Regression
1,0.9621696542855113,Logistic Regression
0,0.1282987014298128,Logistic Regression
0,0.361899367743308,Logistic Regression
1,0.9763561338279974,Logistic Regression
1,0.14599165357275945,Logistic Regression
0,0.07654504184740096,Logistic Regression
0,0.21049561340697087,Logistic Regression
0,0.1949268798580902,Logistic Regression
0,0.17730775651241282,Logistic Regression
0,0.13133065135684496,Logistic Regression
1,0.6024644517559878,Logistic Regression
0,0.017852132939318532,Logistic Regression
1,0.13369617437625048,Logistic Regression
0,0.166420153762165,Logistic Regression
0,0.19123105565814924,Logistic Regression
0,0.1985592614089764,Logistic Regression
0,0.18855392561965278,Logistic Regression
0,0.028693074030872068,Logistic Regression
0,0.018641803808367663,Logistic Regression
0,0.31340507817034213,Logistic Regression
0,0.007930470455666638,Logistic Regression
0,0.033736184513145306,Logistic Regression
0,0.1347886667883086,Logistic Regression
0,0.178549211596157,Logistic Regression
0,0.03607496943948629,Logistic Regression
0,0.38810545594164425,Logistic Regression
0,0.05299320894196968,Logistic Regression
0,0.020730863874905192,Logistic Regression
1,0.06963040592087821,Logistic Regression
1,0.8854763383050654,Logistic Regression
0,0.05108974396273047,Logistic Regression
0,0.16469913348909027,Logistic Regression
0,0.03867321026197579,Logistic Regression
0,0.15828119628038484,Logistic Regression
1,0.7341030710005549,Logistic Regression
0,0.1468375495434504,Logistic Regression
0,0.5071221699137423,Logistic Regression
1,0.035317327455246184,Logistic Regression
1,0.41991051733454443,Logistic Regression
0,0.11862691146345983,Logistic Regression
0,0.16787374424576085,Logistic Regression
0,0.19687377446246734,Logistic Regression
0,0.052890817801924284,Logistic Regression
0,0.05752470624540307,Logistic Regression
0,0.03296148395484577,Logistic Regression
0,0.05744476232348528,Logistic Regression
0,0.03927337716003443,Logistic Regression
0,0.052053507347243566,Logistic Regression
0,0.12775875889062682,Logistic Regression
0,0.1662427840006191,Logistic Regression
0,0.03896895783876564,Logistic Regression
0,0.03871156876861492,Logistic Regression
0,0.052890029054567966,Logistic Regression
0,0.038702904137833394,Logistic Regression
0,0.05295760840658459,Logistic Regression
0,0.15045489248611932,Logistic Regression
0,0.05857974178571823,Logistic Regression
1,0.19256975244655528,Logistic Regression
0,0.14977200393350154,Logistic Regression
0,0.32004180177379304,Logistic Regression
0,0.04568452884032215,Logistic Regression
0,0.03251454663528752,Logistic Regression
0,0.4192323319796851,Logistic Regression
0,0.04312392521177,Logistic Regression
0,0.036837648047012284,Logistic Regression
0,0.03401978402092165,Logistic Regression
0,0.05837485839803147,Logistic Regression
0,0.037217951682910755,Logistic Regression
0,0.029547596090894634,Logistic Regression
0,0.1590145025980002,Logistic Regression
0,0.031234172523508352,Logistic Regression
1,0.1600994823074724,Logistic Regression
0,0.09575351139123978,Logistic Regression
0,0.05336061539622616,Logistic Regression
0,0.026310639480059406,Logistic Regression
0,0.09017548625844785,Logistic Regression
0,0.14881381253925785,Logistic Regression
1,0.9721226621288466,Logistic Regression
0,0.8297397631802776,Logistic Regression
0,0.06183563941368975,Logistic Regression
1,0.9279519998576262,Logistic Regression
0,0.16371490491550267,Logistic Regression
0,0.1879882686679326,Logistic Regression
0,0.04853474667525903,Logistic Regression
0,0.018611051658116384,Logistic Regression
0,0.05264320820649848,Logistic Regression
0,0.036122339729611874,Logistic Regression
0,0.043448541125857276,Logistic Regression
0,0.03871702856686143,Logistic Regression
0,0.33794586886162736,Logistic Regression
0,0.044419565333478794,Logistic Regression
0,0.02548983850234976,Logistic Regression
0,0.05329026207005938,Logistic Regression
0,0.040870571570476355,Logistic Regression
0,0.0534449014566154,Logistic Regression
1,0.1708035333317992,Logistic Regression
1,0.6968973941660591,Logistic Regression
0,0.22002887164916063,Logistic Regression
1,0.24544701449119177,Logistic Regression
1,0.8324388542365524,Logistic Regression
0,0.1640925506272809,Logistic Regression
1,0.07720008534448486,Logistic Regression
0,0.051489191563665715,Logistic Regression
0,0.25295831597276364,Logistic Regression
0,0.7044408791114466,Logistic Regression
0,0.05352192645613474,Logistic Regression
0,0.03618313455120148,Logistic Regression
0,0.11950032631895169,Logistic Regression
0,0.054776775941957956,Logistic Regression
0,0.18072705244739717,Logistic Regression
0,0.30953265614059244,Logistic Regression
0,0.038493120580186724,Logistic Regression
1,0.8703980724669241,Logistic Regression
0,0.18498325682989503,Logistic Regression
0,0.18560051956614787,Logistic Regression
1,0.8433829593877815,Logistic Regression
1,0.9720852176116284,Logistic Regression
0,0.15415936550896914,Logistic Regression
1,0.828538006054238,Logistic Regression
0,0.1261397152262227,Logistic Regression
0,0.05220308364813098,Logistic Regression
1,0.8296896625641201,Logistic Regression
1,0.697708920686351,Logistic Regression
0,0.054947635976044684,Logistic Regression
0,0.035928620942433764,Logistic Regression
0,0.05299429608496653,Logistic Regression
0,0.031006957452031192,Logistic Regression
0,0.02973842086459244,Logistic Regression
0,0.20177021909414505,Logistic Regression
0,0.037873205806708055,Logistic Regression
0,0.030768135218278925,Logistic Regression
0,0.0617266607668,Logistic Regression
0,0.06255143450126144,Logistic Regression
1,0.9674752932419461,Logistic Regression
0,0.03752950280926515,Logistic Regression
0,0.03226052578597571,Logistic Regression
1,0.3608128240038907,Logistic Regression
0,0.22427301547074918,Logistic Regression
0,0.17937822860099017,Logistic Regression
0,0.05343770847468665,Logistic Regression
0,0.1720515143572443,Logistic Regression
0,0.2351010977845912,Logistic Regression
0,0.17280776179039936,Logistic Regression
0,0.868640151629845,Logistic Regression
1,0.06801634712099525,Logistic Regression
0,0.18591653830994403,Logistic Regression
0,0.0662709208554153,Logistic Regression
0,0.06077181721398894,Logistic Regression
1,0.977582541230305,Logistic Regression
0,0.059376889417130374,Logistic Regression
0,0.04113973465543097,Logistic Regression
1,0.831778793903925,Logistic Regression
0,0.03587450100809797,Logistic Regression
1,0.830788526722287,Logistic Regression
0,0.04433932518847761,Logistic Regression
0,0.0349015454265037,Logistic Regression
0,0.03688609742602511,Logistic Regression
0,0.19405700226594935,Logistic Regression
0,0.34548370124827155,Logistic Regression
0,0.025231308995624868,Logistic Regression
0,0.015933793394714346,Logistic Regression
0,0.052145114814709514,Logistic Regression
0,0.06590051429054378,Logistic Regression
0,0.030112146970540432,Logistic Regression
0,0.03855627790375704,Logistic Regression
0,0.053315752188632826,Logistic Regression
0,0.00889844114945626,Logistic Regression
1,0.7712798979783184,Logistic Regression
0,0.38437011280156186,Logistic Regression
1,0.19649795962823935,Logistic Regression
0,0.2051007064399708,Logistic Regression
0,0.3595739042102639,Logistic Regression
0,0.06572349122829302,Logistic Regression
0,0.1467369837306446,Logistic Regression
0,0.030619759993141593,Logistic Regression
0,0.09236962871966259,Logistic Regression
0,0.3554541202814462,Logistic Regression
0,0.048366061344878974,Logistic Regression
1,0.9774137183223786,Logistic Regression
0,0.36629408333454494,Logistic Regression
0,0.04430907790245764,Logistic Regression
1,0.0910592621470745,Logistic Regression
0,0.19360194619758386,Logistic Regression
0,0.05065694231666573,Logistic Regression
0,0.027601408343456812,Logistic Regression
1,0.8307574182086237,Logistic Regression
0,0.2037023402993542,Logistic Regression
0,0.027837936533529284,Logistic Regression
0,0.05682354182481075,Logistic Regression
0,0.04322296377232382,Logistic Regression
0,0.051650664920666056,Logistic Regression
0,0.17999777629647373,Logistic Regression
0,0.05217747559594854,Logistic Regression
0,0.03921648868726879,Logistic Regression
0,0.22497958300178877,Logistic Regression
0,0.06247514373148111,Logistic Regression
0,0.19244086395475868,Logistic Regression
1,0.44155727928172395,Logistic Regression
1,0.12999152897099053,Logistic Regression
0,0.18301006028140643,Logistic Regression
0,0.3548909128505726,Logistic Regression
0,0.030639796033959832,Logistic Regression
0,0.6927810379744685,Logistic Regression
0,0.04532336701947215,Logistic Regression
1,0.0494278309848587,Logistic Regression
0,0.2227263828479914,Logistic Regression
0,0.21958729920868814,Logistic Regression
0,0.02976577537027847,Logistic Regression
1,0.6517296789125444,Logistic Regression
0,0.040108689046088,Logistic Regression
0,0.04021388730519371,Logistic Regression
1,0.8425947797064075,Logistic Regression
0,0.20044732087836858,Logistic Regression
0,0.03643587136160653,Logistic Regression
0,0.058256462676933074,Logistic Regression
0,0.15030534686065455,Logistic Regression
0,0.08181699740785364,Logistic Regression
1,0.9749948833484708,Logistic Regression
0,0.03234303249726589,Logistic Regression
0,0.06230249708293589,Logistic Regression
0,0.032236950312267365,Logistic Regression
0,0.06205218654129119,Logistic Regression
0,0.03570910400347682,Logistic Regression
0,0.030018375653391383,Logistic Regression
0,0.11935831284153642,Logistic Regression
0,0.022361587632975355,Logistic Regression
0,0.035982882014599205,Logistic Regression
0,0.04062399965732122,Logistic Regression
0,0.031472659237303025,Logistic Regression
0,0.03885174099483779,Logistic Regression
0,0.6154069562661175,Logistic Regression
0,0.190728267698561,Logistic Regression
1,0.34470571276647055,Logistic Regression
0,0.1541360943288309,Logistic Regression
0,0.614357035173775,Logistic Regression
0,0.03963591160977775,Logistic Regression
0,0.16333165374942538,Logistic Regression
0,0.03000469504525982,Logistic Regression
1,0.6505176867852382,Logistic Regression
0,0.052559724514961825,Logistic Regression
0,0.029318595507456746,Logistic Regression
0,0.09483079089188295,Logistic Regression
0,0.19933211444367116,Logistic Regression
0,0.04065011048159417,Logistic Regression
0,0.19144772930681753,Logistic Regression
1,0.3513065530347639,Logistic Regression
0,0.07451835545188801,Logistic Regression
0,0.2148759283214332,Logistic Regression
0,0.11984019108961419,Logistic Regression
0,0.1752776411058995,Logistic Regression
0,0.06021015888320824,Logistic Regression
0,0.3552317633587714,Logistic Regression
0,0.12611081559452597,Logistic Regression
1,0.9678299557710535,Logistic Regression
1,0.15969595644728707,Logistic Regression
0,0.040122222013542985,Logistic Regression
0,0.06072118631516421,Logistic Regression
0,0.03813683929480183,Logistic Regression
0,0.7012808259519511,Logistic Regression
0,0.033580468508160655,Logistic Regression
0,0.04396469625738275,Logistic Regression
0,0.07135670481201406,Logistic Regression
0,0.03868018830474729,Logistic Regression
0,0.18911297872000055,Logistic Regression
0,0.044567554655434605,Logistic Regression
0,0.04065847210745266,Logistic Regression
0,0.6101140229018294,Logistic Regression
0,0.032592848816922926,Logistic Regression
0,0.03953916151540948,Logistic Regression
0,0.04014807712224655,Logistic Regression
0,0.018263898053368255,Logistic Regression
0,0.18203814875584456,Logistic Regression
0,0.039051457749256335,Logistic Regression
0,0.08399758379464684,Logistic Regression
0,0.6085100146808646,Logistic Regression
0,0.10156881406950924,Logistic Regression
0,0.20840003841097554,Logistic Regression
0,0.29256652022375873,Logistic Regression
0,0.027002751923230872,Logistic Regression
0,0.20840076596894397,Logistic Regression
0,0.026742949375773484,Logistic Regression
0,0.049144169755711786,Logistic Regression
0,0.04494775006816054,Logistic Regression
0,0.299393302322868,Logistic Regression
0,0.029144655815622644,Logistic Regression
0,0.030015430630211615,Logistic Regression
0,0.033908604587586155,Logistic Regression
0,0.03185902576739108,Logistic Regression
0,0.10200144355423624,Logistic Regression
0,0.020556188319543756,Logistic Regression
0,0.02911430073271204,Logistic Regression
0,0.04214331522143022,Logistic Regression
0,0.12142785470488526,Logistic Regression
0,0.029142306678789254,Logistic Regression
1,0.9699256677940054,Logistic Regression
0,0.0386654524787885,Logistic Regression
0,0.02943276477664336,Logistic Regression
0,0.03405831191308473,Logistic Regression
0,0.010637757321978358,Logistic Regression
0,0.06134235603640825,Logistic Regression
0,0.04014672295324295,Logistic Regression
0,0.1946681354511881,Logistic Regression
1,0.8299296394506861,Logistic Regression
0,0.1697332212643775,Logistic Regression
1,0.9775662878899224,Logistic Regression
0,0.14119397140701528,Logistic Regression
1,0.9684082190463753,Logistic Regression
0,0.2453797530040932,Logistic Regression
0,0.057972633156968656,Logistic Regression
0,0.030309944366644137,Logistic Regression
0,0.05862124306077443,Logistic Regression
0,0.3556886977400787,Logistic Regression
0,0.026892175161429943,Logistic Regression
0,0.04268947725105987,Logistic Regression
0,0.05990515813712172,Logistic Regression
1,0.056445372535192107,Logistic Regression
0,0.052672183708301734,Logistic Regression
0,0.21105938582314265,Logistic Regression
0,0.05277304135740246,Logistic Regression
0,0.14268424778459388,Logistic Regression
0,0.03995470249165689,Logistic Regression
0,0.02572080446614644,Logistic Regression
0,0.03866706978394607,Logistic Regression
0,0.019083946261326368,Logistic Regression
0,0.051325582522477986,Logistic Regression
0,0.039428608341521065,Logistic Regression
0,0.029816463046775543,Logistic Regression
0,0.056491170916204925,Logistic Regression
0,0.017935505761475845,Logistic Regression
0,0.0851509257268892,Logistic Regression
1,0.9655796127421277,Logistic Regression
0,0.0363957456310845,Logistic Regression
1,0.9432545648965533,Logistic Regression
0,0.03435406702050092,Logistic Regression
0,0.035855425809589225,Logistic Regression
0,0.05839123360046505,Logistic Regression
0,0.047779095436136454,Logistic Regression
0,0.19480484809335885,Logistic Regression
0,0.11569710842158187,Logistic Regression
0,0.05212455689462603,Logistic Regression
0,0.19547948123113346,Logistic Regression
0,0.05938713014410202,Logistic Regression
0,0.05228576707087207,Logistic Regression
0,0.17712901610913723,Logistic Regression
0,0.021995849051797856,Logistic Regression
1,0.1207137873335451,Logistic Regression
0,0.28670389214661285,Logistic Regression
1,0.23236753782364628,Logistic Regression
0,0.1938668134827366,Logistic Regression
1,0.07241983393154217,Logistic Regression
0,0.12706407369683181,Logistic Regression
0,0.07306783361095281,Logistic Regression
0,0.038938930609965894,Logistic Regression
0,0.19211584650177127,Logistic Regression
0,0.02138548173492838,Logistic Regression
0,0.30243853225742945,Logistic Regression
0,0.05248775287979568,Logistic Regression
0,0.037037822061946946,Logistic Regression
0,0.06692462759024831,Logistic Regression
0,0.1545133413378097,Logistic Regression
0,0.022311767053592613,Logistic Regression
0,0.0522112812488813,Logistic Regression
0,0.07519711673367868,Logistic Regression
0,0.02329041403840404,Logistic Regression
0,0.2903901667723612,Logistic Regression
0,0.0671376461257982,Logistic Regression
0,0.03270111601283987,Logistic Regression
0,0.6122718811073895,Logistic Regression
0,0.04953725655314434,Logistic Regression
0,0.0363217355707236,Logistic Regression
0,0.12912953187909548,Logistic Regression
0,0.0481165806748759,Logistic Regression
0,0.01948133126576468,Logistic Regression
0,0.12242529229251486,Logistic Regression
1,0.19752572384780775,Logistic Regression
0,0.028638859793333804,Logistic Regression
0,0.19525266737028235,Logistic Regression
1,0.35683271114909,Logistic Regression
1,0.16158931698655943,Logistic Regression
0,0.23506473469166966,Logistic Regression
0,0.17637167194064107,Logistic Regression
0,0.05070659488311624,Logistic Regression
0,0.056113500778277814,Logistic Regression
0,0.07681317891501671,Logistic Regression
0,0.19740488153497648,Logistic Regression
0,0.030069865664606343,Logistic Regression
0,0.04867917125777377,Logistic Regression
0,0.0663555507720398,Logistic Regression
0,0.04285422354216195,Logistic Regression
0,0.06111661565057935,Logistic Regression
0,0.03208034814052374,Logistic Regression
1,0.8291735325331173,Logistic Regression
0,0.19351052310245442,Logistic Regression
0,0.07354828924080437,Logistic Regression
0,0.05204803549312176,Logistic Regression
0,0.03801901216676262,Logistic Regression
0,0.0355409828632669,Logistic Regression
0,0.03567337447566199,Logistic Regression
0,0.03156342920900912,Logistic Regression
0,0.05776664174443191,Logistic Regression
0,0.04939723171309229,Logistic Regression
0,0.19581182477961834,Logistic Regression
1,0.8394909220347525,Logistic Regression
0,0.07302866831070687,Logistic Regression
0,0.1966995815493321,Logistic Regression
0,0.0929266119105423,Logistic Regression
0,0.14297817282686953,Logistic Regression
0,0.026106620065615704,Logistic Regression
0,0.1104594494602027,Logistic Regression
1,0.9782569747174626,Logistic Regression
0,0.03273174169656101,Logistic Regression
0,0.1516758295550531,Logistic Regression
1,0.30051245741409827,Logistic Regression
0,0.12413494417602722,Logistic Regression
0,0.1861050287407252,Logistic Regression
0,0.11337104925534802,Logistic Regression
0,0.03881557657223622,Logistic Regression
0,0.03474920348986721,Logistic Regression
1,0.1223237873959212,Logistic Regression
0,0.05587024192173429,Logistic Regression
0,0.02214187310555482,Logistic Regression
0,0.03617541586445039,Logistic Regression
0,0.21010614444049436,Logistic Regression
0,0.055669465239487126,Logistic Regression
0,0.19401362301651526,Logistic Regression
0,0.14870689255738,Logistic Regression
0,0.05941183220954638,Logistic Regression
1,0.05667656135873622,Logistic Regression
0,0.3016692878688302,Logistic Regression
0,0.028751362656962987,Logistic Regression
0,0.1442385162640264,Logistic Regression
0,0.029868890847178586,Logistic Regression
0,0.05860772127597047,Logistic Regression
0,0.023085282476121072,Logistic Regression
0,0.02950859925238636,Logistic Regression
0,0.03890078776624872,Logistic Regression
0,0.05299847494263521,Logistic Regression
0,0.2859752965713507,Logistic Regression
0,0.026792034878153403,Logistic Regression
0,0.052799606304466784,Logistic Regression
0,0.029336769274057817,Logistic Regression
0,0.12538088200004727,Logistic Regression
0,0.008901043195647773,Logistic Regression
0,0.05016965298084808,Logistic Regression
0,0.05361122676591157,Logistic Regression
0,0.08031017271454344,Logistic Regression
1,0.9802920473451008,Logistic Regression
0,0.13618998673563443,Logistic Regression
0,0.19529976406573446,Logistic Regression
0,0.029823748753446178,Logistic Regression
0,0.03271607494126061,Logistic Regression
1,0.1838493003604713,Logistic Regression
0,0.16796460025271298,Logistic Regression
0,0.06555138281448236,Logistic Regression
1,0.8284450553420666,Logistic Regression
1,0.13338130202772835,Logistic Regression
0,0.14751220458016268,Logistic Regression
0,0.07388738788955429,Logistic Regression
0,0.09924783417353578,Logistic Regression
0,0.039129584940471696,Logistic Regression
0,0.021704030721822698,Logistic Regression
0,0.03968917438683062,Logistic Regression
0,0.15083865160216003,Logistic Regression
0,0.33836641365761533,Logistic Regression
0,0.03957890303963163,Logistic Regression
0,0.053293934789389485,Logistic Regression
0,0.0978741405223823,Logistic Regression
0,0.058260488542793754,Logistic Regression
0,0.013794476658815946,Logistic Regression
0,0.0396776213320722,Logistic Regression
0,0.04903999775145229,Logistic Regression
0,0.12200131139373804,Logistic Regression
0,0.03570454999645556,Logistic Regression
0,0.06387733338521795,Logistic Regression
0,0.021968385034997984,Logistic Regression
0,0.01631964988543999,Logistic Regression
1,0.6205958947667449,Logistic Regression
0,0.02394496095229104,Logistic Regression
0,0.01655565005740034,Logistic Regression
0,0.13580497834734717,Logistic Regression
0,0.17073234574683194,Logistic Regression
1,0.3752428945947994,Logistic Regression
0,0.06621570672783761,Logistic Regression
1,0.9672553466234391,Logistic Regression
0,0.06739768606492436,Logistic Regression
0,0.1589613124598852,Logistic Regression
0,0.03610695556256005,Logistic Regression
1,0.0477156990282237,Logistic Regression
0,0.18099280199901902,Logistic Regression
0,0.19422255646575137,Logistic Regression
1,0.9617802009573139,Logistic Regression
0,0.17586964205502909,Logistic Regression
0,0.12076107029097682,Logistic Regression
0,0.08332356763824533,Logistic Regression
1,0.8430520618763025,Logistic Regression
0,0.04991186538249248,Logistic Regression
0,0.4530160443920306,Logistic Regression
0,0.049583030869295164,Logistic Regression
0,0.07887314639748799,Logistic Regression
0,0.05188507029892342,Logistic Regression
0,0.029573529692398237,Logistic Regression
0,0.035838718399116565,Logistic Regression
0,0.03857396675251079,Logistic Regression
0,0.08342608054406297,Logistic Regression
0,0.047156867625536725,Logistic Regression
0,0.307360829426524,Logistic Regression
0,0.029965458046377513,Logistic Regression
0,0.029481530940888345,Logistic Regression
0,0.014481724978007926,Logistic Regression
0,0.05266859570504867,Logistic Regression
0,0.022621462833895656,Logistic Regression
0,0.1502001888345874,Logistic Regression
0,0.019093009754574508,Logistic Regression
0,0.019357258464291927,Logistic Regression
0,0.06134600946490687,Logistic Regression
1,0.3910069987110475,Logistic Regression
0,0.034076222225717934,Logistic Regression
0,0.04604302170316754,Logistic Regression
0,0.050660344134486945,Logistic Regression
0,0.045640679629898484,Logistic Regression
0,0.18210381671886589,Logistic Regression
0,0.14930916766743385,Logistic Regression
1,0.34901656367143774,Logistic Regression
0,0.14982242164406967,Logistic Regression
0,0.14840725502242746,Logistic Regression
0,0.04484439987652056,Logistic Regression
0,0.37974455219698966,Logistic Regression
1,0.9675596036055639,Logistic Regression
0,0.18995207350474785,Logistic Regression
0,0.05630164567562801,Logistic Regression
1,0.24497283712385964,Logistic Regression
1,0.976020062286236,Logistic Regression
0,0.03911120447857597,Logistic Regression
0,0.1884351159111186,Logistic Regression
